Título;Provincia;Fecha publicación;Descripción;ProvinciaAlternativa;FuenteContenido;ID Localidad;Localidad;Latitud;Longitud;Código localidad;Identificador;actualizacion de metadatos;Enlace al contenido;Posicion
ENFERMEROS DE CUIDADOS GENERALES;Burgos;2026-09-09;"<p>CONTACTAR CON LA OFICINA DE EMPLEO DE MIRANDA DE EBRO
TFNO. 947320408
NO ENVIAR CV</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=384834'>Oficina Virtual</a></p>";;ECYL;1179297562001;Miranda de Ebro;42.679066;-2.9675572;09;1285677353460;2026-09-09;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285677353460/Empleo;42.679066, -2.9675572
ENFERMEROS DE CUIDADOS GENERALES;Burgos;2026-09-09;"<p>CONTACTAR CON LA OFICINA DE EMPLEO DE MIRANDA DE EBRO
TFNO. 947320408
NO ENVIAR CV</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=382933'>Oficina Virtual</a></p>";;ECYL;1179297562001;Miranda de Ebro;42.679066;-2.9675572;09;1285677353545;2026-09-09;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285677353545/Empleo;42.679066, -2.9675572
15 Operarios/as de producción sector alimentación en La Antigua (León);León;2026-09-09;"<p><em>Randstad</em> selecciona <strong>15 OPERARIOS/AS DE PRODUCCIÓN SECTOR ALIMENTACIÓN</strong> para La Antigua (León)</p>
<p><strong>Funciones:</strong></p>
<ul>
<li>Preparación y despiece de materia prima (limpieza y fileteado preciso del producto).</li>
<li>Tareas del proceso de salado y ahumado según los estándares de calidad.</li>
<li>Envasado, etiquetado y preparación de pedidos para su posterior distribución.</li>
<li>Mantener las condiciones óptimas de higiene y seguridad en el área de trabajo.</li>
</ul>
<p><strong>Requisitos:</strong></p>
<ul>
<li>Conocimientos de operario en cadena de producción</li>
<li>Valorable experiencia en entornos de fábrica, sector industrial o trabajos de campo.</li>
<li>Disponibilidad para trabajar en turnos rotativos de mañana y tarde de lunes a sábado.</li>
<li>Vehículo propio para desplazarse al centro de trabajo en La Antigua (León).</li>
<li>Dominio fluido del idioma castellano.</li>
<li>Interés por los puestos de manipulado detallado y compromiso con proyectos estables.</li>
</ul>
<p><strong>Se ofrece:</strong></p>
<ul>
<li>Contrato de larga duración con opción real de continuidad y desarrollo profesional continuo.</li>
<li>Jornada completa,</li>
<li>Horario de lunes a sábado con turnos rotativos de mañana y tarde.</li>
<li>Salario competitivo: 10,69 euros hora /bruta.</li>
<li>Formación continua en planta y excelente ambiente de trabajo.</li>
</ul>
<p><strong>Para solicitar:</strong></p>
<ul>
<li>En el enlace adjunto se puede acceder a la solicitud para el puesto. <strong>Se recuerda que, para poder presentar su candidatura, debe estar inscrito en el portal de empleo que publica la oferta.</strong></li>
</ul><p><strong>Información obtenida de: </strong>Internet/Prensa. <a href='https://www.randstad.es' target='_blank'>https://www.randstad.es</a></p><p><strong>Enlaces relacionados:</strong><ul><li><a href='https://www.randstad.es/candidatos/ofertas-empleo/oferta/operario-a-produccion-sector-alimentacion-puesto-estable-antigua-3004678/' target='_blank'>Más información e inscripción a la oferta</a></li></ul></p><p>Información procedente de: <a href='https://servicios3.jcyl.es/enbo/siau/webapp/boletinEmpleoCyL/boletin/dEt6MnoycXc2M1lobGk2N0hiWjlPUG5wUEpycGNpaVVXYkFDWHhXMTFkQT0%3D/EMPLEO-INTERNET-PRENSA/148668' target='_blank'><strong>Boletín de Empleo de Castilla y León (Ecyl)</strong>.</a></p>";;Internet / Prensa;1179297763557;Antigua (La);42.178825;-5.6908336;24;1285677489574;2026-09-09;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285677489574/Empleo;42.178825, -5.6908336
Analista de Ciberseguridad N1 Junior para León;León;2026-09-09;"<p><em>AgioGlobal Technology</em> selecciona un/a A<strong>NALISTA DE CIBERSEGURIDAD N1 JUNIOR</strong> para su centro de León.</p>
<p><strong>Funciones:</strong></p>
<ul>
<li>Supervisar, analizar y gestionar alertas e incidentes de seguridad.</li>
<li>Analizar y gestionar alertas de ciberseguridad mediante herramientas de monitorización SIEM, EDR y UEBA, centralizadas a través de un sistema de ticketing.</li>
<li>Gestionar y dar seguimiento a incidentes de ciberseguridad de baja complejidad.</li>
<li>Mantener interlocución con el cliente y los diferentes equipos implicados durante la gestión de alertas e incidentes.</li>
<li>Realizar cambios básicos en las configuraciones de las herramientas de ciberseguridad.</li>
<li>Realizar seguimiento y actualizar tickets asociados a alertas e incidentes.</li>
<li>Colaborar con otros equipos dentro de un entorno multidisciplinar.</li>
</ul>
<p><strong>Requisitos:</strong></p>
<ul>
<li>Formación mínima de Ciclo Formativo de Grado Superior.</li>
<li>Capacidad de trabajo en equipo.</li>
<li>Buenas capacidades de comunicación e interacción.</li>
<li>Conocimiento de herramientas de ticketing (ServiceNow, OTRS, Freshdesk, Remedy, HPSM).</li>
<li>Conocimiento de herramientas de ciberseguridad SIEM, EDR y/o UEBA (Elastic, QRadar, Cytomic, CrowdStrike, Microsoft Defender, Sentinel).</li>
<li>Conocimiento en gestión de incidentes de baja complejidad.</li>
<li>Nivel medio de herramientas ofimáticas.</li>
<li>Conocimientos en: Ciberseguridad, Gestión de riesgos informáticos, ISO 27001, ISO 27002, Auditoría de seguridad informática, Seguridad de la información, Política de seguridad informática, RGPD.</li>
<li>Disponibilidad para trabajar en turnos 24X7</li>
</ul>
<p><strong>Se ofrece:</strong></p>
<ul>
<li>Contrato indefinido.</li>
<li>Jornada completa.</li>
<li>Horario a turnos 24x7.</li>
<li>Salario bruto anual de 17.000euros - 18.000euros.</li>
</ul>
<p><strong>Para solicitar:</strong></p>
<ul>
<li>En el enlace adjunto se puede acceder a la solicitud para el puesto. <strong>Se recuerda que, para poder presentar su candidatura, debe estar inscrito en el portal de empleo que publica la oferta.</strong></li>
</ul><p><strong>Información obtenida de: </strong>Internet/Prensa. <a href='https://www.infojobs.net' target='_blank'>https://www.infojobs.net</a></p><p><strong>Enlaces relacionados:</strong><ul><li><a href='https://www.infojobs.net/leon/analista-ciberseguridad-n1-junior.-turnos-24x7/of-i66b43a94f34bb7af1e0b89cd0624cb?applicationOrigin=search-new&page=1&sortBy=PUBLICATION_DATE' target='_blank'>Más información e inscripción a la oferta</a></li></ul></p><p>Información procedente de: <a href='https://servicios3.jcyl.es/enbo/siau/webapp/boletinEmpleoCyL/boletin/dEt6MnoycXc2M1lobGk2N0hiWjlPUG5wUEpycGNpaVVXYkFDWHhXMTFkQT0%3D/EMPLEO-INTERNET-PRENSA/148881' target='_blank'><strong>Boletín de Empleo de Castilla y León (Ecyl)</strong>.</a></p>";;Internet / Prensa;1179297860755;León;42.59873;-5.5670958;24;1285677490050;2026-09-09;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285677490050/Empleo;42.59873, -5.5670958
ENFERMEROS DE CUIDADOS GENERALES;León;2026-09-09;<p>OFERTA DE ENFERMERO/A PARA EL CENTRO RESIDENCIAL DEL PARAMO UBICADO EN AVDA ASTURIAS, 45 24240 SANTA MARIA DEL PARAMO. ENTREVISTA PARA SELECCION DEFINITVA LLAMAR AL TELEFONO 647109857</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=393955'>Oficina Virtual</a></p>;;ECYL;1179297939426;Santa María del Páramo;42.355877;-5.748098;24;1285677438115;2026-09-09;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285677438115/Empleo;42.355877, -5.748098
3 Técnicos/as mecánicos/as para León;León;2026-09-09;"<p><em>Oca global </em>selecciona un/a <strong>TÉCNICO/A MECÁNICO/A</strong> para realizar inspecciones reglamentarias en la zona norte peninsular (Galicia, Asturias, Cantabria, País Vasco y Castilla y León) con base preferente en León.</p>
<p><strong>Funciones:</strong></p>
<ul>
<li>Realizar pruebas y controles de emisiones acústicas en depósitos de gas, asegurando el cumplimiento de los estándares de calidad y seguridad.</li>
<li>Diseñar y autogestionar las rutas de inspección semanal junto con un compañero/a para cubrir las inspecciones programadas en zonas del norte peninsular (Galicia, Asturias, Cantabria, País Vasco y Castilla y León).</li>
<li>Asimilar la metodología de trabajo mediante formación inicial continua para adquirir autonomía en campo.</li>
</ul>
<p><strong>Requisitos:</strong></p>
<ul>
<li>Formación Técnica: Ciclo Formativo de Grado Superior en Mecánica, Mecatrónica o área similar.</li>
<li>Experiencia mínima de al menos 1 año (no se requiere experiencia previa específica en inspección reglamentaria).</li>
<li>Permiso de conducir en vigor.</li>
<li>Disponibilidad para viajar y pernoctar fuera de casa varios días a la semana.</li>
<li>Base geográfica preferente: León, Bilbao, Santander o zonas con buena conexión en Castilla y León, Cantabria, Asturias o País Vasco.</li>
</ul>
<p><strong>Se ofrece:</strong></p>
<ul>
<li>Contrato indefinido.</li>
<li>Jornada completa.</li>
<li>Furgoneta de empresa equipada y cobertura de gastos de pernoctación y desplazamientos.</li>
<li>Horario: De lunes a jueves de 8:30 a 18:00. Viernes, vísperas de festivos, julio y agosto en jornada intensiva de 8:30 a 15:30. Días 24 y 31 de diciembre libres.</li>
<li>Incorporación prevista para el mes de septiembre.</li>
</ul>
<p><strong>Para solicitar:</strong></p>
<ul>
<li>En el enlace adjunto se puede acceder a la solicitud para el puesto. <strong>Se recuerda que, para poder presentar su candidatura, debe estar inscrito en el portal de empleo que publica la oferta.</strong></li>
</ul><p><strong>Información obtenida de: </strong>Internet/Prensa. <a href='https://www.infojobs.net' target='_blank'>https://www.infojobs.net</a></p><p><strong>Enlaces relacionados:</strong><ul><li><a href='https://www.infojobs.net/leon/tecnico-mecanico-inspecciones-reglamentarias/of-i5469985e36405eb5d7105136059e03?applicationOrigin=search-new&page=2&sortBy=PUBLICATION_DATE' target='_blank'>Más información e inscripción a la oferta</a></li></ul></p><p>Información procedente de: <a href='https://servicios3.jcyl.es/enbo/siau/webapp/boletinEmpleoCyL/boletin/dEt6MnoycXc2M1lobGk2N0hiWjlPUG5wUEpycGNpaVVXYkFDWHhXMTFkQT0%3D/EMPLEO-INTERNET-PRENSA/148885' target='_blank'><strong>Boletín de Empleo de Castilla y León (Ecyl)</strong>.</a></p>";;Internet / Prensa;1179297860755;León;42.59873;-5.5670958;24;1285677490890;2026-09-09;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285677490890/Empleo;42.59873, -5.5670958
2 Personal de limpieza para León;León;2026-09-09;"<p>Randsad selecciona <strong>2 PERSONAL DE LIMPIEZA </strong>para la zona del polígono de Onzonilla (León).</p>
<p><strong>Funciones:</strong></p>
<ul>
<li>Actividades de limpieza de edificios.</li>
<li>Actividades en comunidades</li>
</ul>
<p><strong>Requisitos:</strong></p>
<ul>
<li>Experiencia previa en limpieza</li>
<li>Imprescindible vehículo propio</li>
<li>Persona puntual, detallista y con buena actitud</li>
</ul>
<p><strong>Se ofrece:</strong></p>
<ul>
<li>Contrato temporal</li>
<li>Posibilidad media jornada o jornada completa</li>
<li>salario: 9,55-10 euros/hora</li>
</ul>
<p><strong>Para solicitar:</strong></p>
<ul>
<li>En el enlace adjunto se puede acceder a la solicitud para el puesto. <strong>Se recuerda que, para poder presentar su candidatura, debe estar inscrito en el portal de empleo que publica la oferta.</strong></li>
</ul><p><strong>Información obtenida de: </strong>Internet/Prensa. <a href='https://www.randstad.es' target='_blank'>https://www.randstad.es</a></p><p><strong>Enlaces relacionados:</strong><ul><li><a href='https://www.randstad.es/candidatos/ofertas-empleo/oferta/personal-limpieza-con-vehiculo-3004239/' target='_blank'>Más información e inscripción a la oferta</a></li></ul></p><p>Información procedente de: <a href='https://servicios3.jcyl.es/enbo/siau/webapp/boletinEmpleoCyL/boletin/dEt6MnoycXc2M1lobGk2N0hiWjlPUG5wUEpycGNpaVVXYkFDWHhXMTFkQT0%3D/EMPLEO-INTERNET-PRENSA/148666' target='_blank'><strong>Boletín de Empleo de Castilla y León (Ecyl)</strong>.</a></p>";;Internet / Prensa;1179297860755;León;42.59873;-5.5670958;24;1285677490862;2026-09-09;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285677490862/Empleo;42.59873, -5.5670958
Enfermero/a asistencial para León;León;2026-09-09;"<p><em>MC Mutual</em> selecciona un/a <strong>ENFERMERO/A ASISTENCIAL</strong> para su centro ubicado en León.</p>
<p><strong>Funciones:</strong></p>
<ul>
<li>Atender urgencias y visitas concertadas.</li>
<li>Realizar tratamiento y seguimiento de patologías de origen laboral hasta el alta.</li>
<li>Apoyo al personal médico en consultas y urgencias.</li>
<li>Realización de curas y extracciones.</li>
<li>Gestión de documentación y tareas administrativas asociadas.</li>
<li>Realización de placas Rx y mantenimiento del equipo.</li>
<li>Control del material sanitario y pedidos de farmacia.</li>
<li>Gestión del dispensario y kits de urgencias.</li>
</ul>
<p><strong>Requisitos:</strong></p>
<ul>
<li>Diplomatura o Grado en Enfermería.</li>
<li>Manejo de herramientas ofimáticas.</li>
<li>Habilidades comunicativas y trato empático con pacientes.</li>
<li>Trabajo en equipo.</li>
<li>Capacidad de toma de decisiones y resolución de problemas.</li>
<li>Flexibilidad y adaptabilidad.</li>
<li>Se valorará título de operador/a de Rayos X.</li>
</ul>
<p><strong>Se ofrece:</strong></p>
<ul>
<li>Contrato temporal para cobertura de baja de larga duración.</li>
<li>Jornada de 30 horas semanales, de lunes a viernes de 8 a 15 h.</li>
<li>Beneficios sociales y retribución flexible.</li>
</ul>
<p><strong>Para solicitar:</strong></p>
<ul>
<li>En el enlace adjunto se puede acceder a la solicitud para el puesto. <strong>Se recuerda que, para poder presentar su candidatura, debe estar inscrito en el portal de empleo que publica la oferta.</strong></li>
</ul><p><strong>Información obtenida de: </strong>Internet/Prensa. <a href='https://www.infojobs.net' target='_blank'>https://www.infojobs.net</a></p><p><strong>Enlaces relacionados:</strong><ul><li><a href='https://www.infojobs.net/leon/enfermero-asistencial-leon/of-i6dd4279e3149b284a1587f9ca71252?applicationOrigin=search-new&page=1&sortBy=PUBLICATION_DATE' target='_blank'>Más información e inscripción a la oferta</a></li></ul></p><p>Información procedente de: <a href='https://servicios3.jcyl.es/enbo/siau/webapp/boletinEmpleoCyL/boletin/dEt6MnoycXc2M1lobGk2N0hiWjlPUG5wUEpycGNpaVVXYkFDWHhXMTFkQT0%3D/EMPLEO-INTERNET-PRENSA/148879' target='_blank'><strong>Boletín de Empleo de Castilla y León (Ecyl)</strong>.</a></p>";;Internet / Prensa;1179297860755;León;42.59873;-5.5670958;24;1285677490414;2026-09-09;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285677490414/Empleo;42.59873, -5.5670958
Personal de limpieza para León;León;2026-09-09;"<p><em>Clínicas Dorsia</em> selecciona un/a <strong>PERSONAL DE LIMPIEZA</strong> para sus instalaciones de León.</p>
<p><strong>Funciones:</strong></p>
<ul>
<li>Limpieza de gabinetes y despachos diariamente.</li>
<li>Limpieza de cocina y baños de la clínica.</li>
</ul>
<p><strong>Requisitos:</strong></p>
<ul>
<li>Educación Secundaria Obligatoria.</li>
<li>Disponibilidad inmediata.</li>
</ul>
<p><strong>Se ofrece:</strong></p>
<ul>
<li>Contrato indefinido.</li>
<li>Jornada parcial, 10 horas semanales.</li>
<li>Salario según convenio.</li>
</ul>
<p><strong>Para solicitar:</strong></p>
<ul>
<li>En el enlace adjunto se puede acceder a la solicitud para el puesto. <strong>Se recuerda que, para poder presentar su candidatura, debe estar inscrito en el portal de empleo que publica la oferta.</strong></li>
</ul><p><strong>Información obtenida de: </strong>Internet/Prensa. <a href='https://www.infojobs.net' target='_blank'>https://www.infojobs.net</a></p><p><strong>Enlaces relacionados:</strong><ul><li><a href='https://www.infojobs.net/leon/personal-limpieza-clinicas-dorsia-leon-fray-luis/of-ie5f69e8a8a450f88610b8a80e28cb9?applicationOrigin=search-new&page=2&sortBy=PUBLICATION_DATE' target='_blank'>Más información e inscripción a la oferta</a></li></ul></p><p>Información procedente de: <a href='https://servicios3.jcyl.es/enbo/siau/webapp/boletinEmpleoCyL/boletin/dEt6MnoycXc2M1lobGk2N0hiWjlPUG5wUEpycGNpaVVXYkFDWHhXMTFkQT0%3D/EMPLEO-INTERNET-PRENSA/148882' target='_blank'><strong>Boletín de Empleo de Castilla y León (Ecyl)</strong>.</a></p>";;Internet / Prensa;1179297860755;León;42.59873;-5.5670958;24;1285677490358;2026-09-09;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285677490358/Empleo;42.59873, -5.5670958
Integrador/a social para León;León;2026-09-09;"<p><em>ACCEM</em> selecciona un/a <strong>INTEGRADOR/A SOCIAL</strong> para su programa de atención humanitaria en San Andrés del Rabanedo (León).</p>
<p><strong>Funciones:</strong></p>
<ul>
<li>Apoyo en la coordinación, planificación, desarrollo y seguimiento de las acciones del centro.</li>
<li>Apoyo en el seguimiento, evaluación y justificación técnica y económica del programa.</li>
<li>Apoyo en la elaboración de informes, material y documentación.</li>
<li>Tareas administrativas vinculadas al servicio.</li>
<li>Orientación, asesoramiento y apoyo técnico y metodológico al equipo de trabajo.</li>
<li>Seguimiento y supervisión de la atención a usuarios/as.</li>
<li>Control, gestión, seguimiento y reporte a través de aplicaciones informáticas.</li>
<li>Organización y participación en reuniones de coordinación y seguimiento del programa.</li>
<li>Coordinación interna con otros servicios del centro.</li>
<li>Participación en acciones formativas, jornadas, seminarios y redes.</li>
<li>Otras tareas que pueda requerir el programa.</li>
</ul>
<p><strong>Requisitos:</strong></p>
<ul>
<li>Titulación CFGS Integración Social o titulación del ámbito Social.</li>
<li>Experiencia mínima de al menos 1 año en el tercer sector.</li>
<li>Conocimientos sobre intervención con población migrante.</li>
<li>Nivel de conversación alto en al menos uno de los siguientes idiomas: inglés, francés, árabe o ucraniano.</li>
<li>Manejo avanzado de Word y Excel.</li>
<li>Habilidades para la resolución y manejo de conflictos.</li>
<li>Capacidad organizativa y resolutiva.</li>
<li>Habilidad para trabajar en equipo y para la comunicación oral y escrita.</li>
</ul>
<p><strong>Se ofrece:</strong></p>
<ul>
<li>Contrato de sustitución de 3 meses.</li>
<li>Jornada completa en turnos de mañana y tarde.</li>
<li>Salario: 23.700 euros brutos anuales.</li>
</ul>
<p><strong>Para solicitar:</strong></p>
<ul>
<li>En el enlace adjunto se puede acceder a la solicitud para el puesto. <strong>Se recuerda que, para poder presentar su candidatura, debe estar inscrito en el portal de empleo que publica la oferta.</strong></li>
</ul><p><strong>Información obtenida de: </strong>Internet/Prensa. <a href='https://www.hacesfalta.org' target='_blank'>https://www.hacesfalta.org</a></p><p><strong>Enlaces relacionados:</strong><ul><li><a href='https://www.hacesfalta.org/oportunidades/remuneradas/detalle/-integradora-social--atencion-humanitaria-san-andres-del-rabanedo-leon/276603' target='_blank'>Más información e inscripción a la oferta</a></li></ul></p><p>Información procedente de: <a href='https://servicios3.jcyl.es/enbo/siau/webapp/boletinEmpleoCyL/boletin/dEt6MnoycXc2M1lobGk2N0hiWjlPUG5wUEpycGNpaVVXYkFDWHhXMTFkQT0%3D/EMPLEO-INTERNET-PRENSA/148887' target='_blank'><strong>Boletín de Empleo de Castilla y León (Ecyl)</strong>.</a></p>";;Internet / Prensa;1179297925340;San Andrés del Rabanedo;42.611267;-5.617545;24;1285677490302;2026-09-09;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285677490302/Empleo;42.611267, -5.617545
Vendedor/a para León;León;2026-09-09;"<p><em>Parfois</em> selecciona <strong>VENDEDOR/A </strong>para su tienda del Corte Inglés de León.</p>
<p><strong>Funciones:</strong></p>
<ul>
<li>Asesoramiento personalizado y fidelización de clientes.</li>
<li>Consecución de los objetivos de la tienda mediante una venta efectiva y optimización de la atención al cliente.</li>
<li>Gestión de caja (apertura, arqueo y cierre).</li>
<li>Gestión de stock, recepción de mercancía y reposición.</li>
<li>Realización de los cambios de Visual Merchandising.</li>
<li>Mantenimiento y limpieza de tienda acorde a la imagen de la empresa.</li>
</ul>
<p><strong>Requisitos:</strong></p>
<ul>
<li>Estudios: Educación Secundaria Obligatoria</li>
<li>Orientación al cliente con atención personalizada.</li>
<li>Pasión por la moda.</li>
<li>Proactividad y responsabilidad.</li>
</ul>
<p><strong>Se ofrece:</strong></p>
<ul>
<li>Contrato temporal por interinidad</li>
<li>Jornada parcial de 30 horas semanales</li>
<li>Oportunidades de carrera profesional en función de tu desempeño.</li>
<li>Formación continua.</li>
<li>Plan de incentivos según los objetivos alcanzados.</li>
<li>Descuento de empleado.</li>
</ul>
<p><strong>Para solicitar:</strong></p>
<ul>
<li>En el enlace adjunto se puede acceder a la solicitud para el puesto. <strong>Se recuerda que, para poder presentar su candidatura, debe estar inscrito en el portal de empleo que publica la oferta.</strong></li>
</ul><p><strong>Información obtenida de: </strong>Internet/Prensa. <a href='https://www.infojobs.net' target='_blank'>https://www.infojobs.net</a></p><p><strong>Enlaces relacionados:</strong><ul><li><a href='https://www.infojobs.net/leon/vendedor-30-horas-interinidad-eci-leon/of-ia12fa43d144769959bfa19f7867033?applicationOrigin=search-new&page=1&sortBy=PUBLICATION_DATE' target='_blank'>Más información e inscripción a la oferta</a></li></ul></p><p>Información procedente de: <a href='https://servicios3.jcyl.es/enbo/siau/webapp/boletinEmpleoCyL/boletin/dEt6MnoycXc2M1lobGk2N0hiWjlPUG5wUEpycGNpaVVXYkFDWHhXMTFkQT0%3D/EMPLEO-INTERNET-PRENSA/148670' target='_blank'><strong>Boletín de Empleo de Castilla y León (Ecyl)</strong>.</a></p>";;Internet / Prensa;1179297860755;León;42.59873;-5.5670958;24;1285677490694;2026-09-09;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285677490694/Empleo;42.59873, -5.5670958
Auxiliar social para León;León;2026-09-09;"<p><em>Fundación Feclem</em> selecciona un/a <strong>AUXILIAR SOCIAL</strong> para trabajo en León.</p>
<p><strong>Funciones:</strong></p>
<ul>
<li>Llevar a cabo actuaciones socio-asistenciales en el servicio de atención personalizada.</li>
<li>Mantener contacto regular e intercambio de información con la red de profesionales y familiares de referencia.</li>
<li>Actuar bajo la supervisión del/de la referente social de Feclem.</li>
<li>Seguir las resoluciones judiciales de apoyo al ejercicio de la capacidad jurídica.</li>
<li>Velar por el cuidado de las personas curateladas.</li>
</ul>
<p><strong>Requisitos:</strong></p>
<ul>
<li>Formación mínima: Ciclo Formativo Superior de la familia profesional Servicios Socioculturales y a la Comunidad.</li>
<li>Experiencia mínima de al menos 1 año.</li>
<li>Conocimientos informáticos.</li>
<li>Carnet de conducir.</li>
<li>Se valorará experiencia con el colectivo de personas con problemas de salud mental.</li>
<li>Competencias: Análisis y resolución de problemas, iniciativa y autonomía, organización y planificación, comunicación interpersonal, trabajo en equipo.</li>
</ul>
<p><strong>Se ofrece:</strong></p>
<ul>
<li>Tipo de contrato con una duración de hasta 6 meses.</li>
<li>:Jornada completa</li>
<li>Salario bruto anual: Entre 12.000 y 18.000 euros.</li>
</ul>
<p><strong>Para solicitar: </strong></p>
<ul>
<li>En el enlace adjunto se puede acceder a la solicitud para el puesto. <strong>Se recuerda que, para poder presentar su candidatura, debe estar inscrito en el portal de empleo que publica la oferta.</strong></li>
</ul><p><strong>Información obtenida de: </strong>Internet/Prensa. <a href='https://www.hacesfalta.org' target='_blank'>https://www.hacesfalta.org</a></p><p><strong>Enlaces relacionados:</strong><ul><li><a href='https://www.hacesfalta.org/oportunidades/remuneradas/detalle/auxiliar-social/276775' target='_blank'>Más información e inscripción a la oferta</a></li></ul></p><p>Información procedente de: <a href='https://servicios3.jcyl.es/enbo/siau/webapp/boletinEmpleoCyL/boletin/dEt6MnoycXc2M1lobGk2N0hiWjlPUG5wUEpycGNpaVVXYkFDWHhXMTFkQT0%3D/EMPLEO-INTERNET-PRENSA/148890' target='_blank'><strong>Boletín de Empleo de Castilla y León (Ecyl)</strong>.</a></p>";;Internet / Prensa;1179297860755;León;42.59873;-5.5670958;24;1285677490526;2026-09-09;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285677490526/Empleo;42.59873, -5.5670958
Cocinero/a en Santa Elena de Jamuz (León);León;2026-09-09;"<p><em>Gordon Ferrero, SL</em> selecciona <strong>COCINERO/A </strong>para Santa Elena de Jamuz (León)</p>
<p><strong>Funciones:</strong></p>
<ul>
<li>Elaboraciones cárnicas con una materia prima de vacuno mayor de muy alta calidad, cocina tradicional, línea de pastas frescas, rebozados, etc.</li>
</ul>
<p><strong>Requisitos:</strong></p>
<ul>
<li>Experiencia mínima de al menos 4 años.</li>
<li>Ciclo Formativo Grado Medio.</li>
</ul>
<p><strong>Se ofrece: </strong></p>
<ul>
<li>Contrato indefinido</li>
<li>Jornada completa</li>
<li>Salario: 18.000euros - 22.000euros Bruto/año</li>
</ul>
<p><strong>Para solicitar:</strong></p>
<ul>
<li>En el enlace adjunto se puede acceder a la solicitud para el puesto. <strong>Se recuerda que, para poder presentar su candidatura, debe estar inscrito en el portal de empleo que publica la oferta.</strong></li>
</ul><p><strong>Información obtenida de: </strong>Internet/Prensa. <a href='https://www.infojobs.net' target='_blank'>https://www.infojobs.net</a></p><p><strong>Enlaces relacionados:</strong><ul><li><a href='https://www.infojobs.net/santa-elena-de-jamuz/cocinero/of-i7a4d0dce444c3b934141f5b141b0dc?applicationOrigin=search-new&page=1&sortBy=PUBLICATION_DATE' target='_blank'>Más información e inscripción a la oferta</a></li></ul></p><p>Información procedente de: <a href='https://servicios3.jcyl.es/enbo/siau/webapp/boletinEmpleoCyL/boletin/dEt6MnoycXc2M1lobGk2N0hiWjlPUG5wUEpycGNpaVVXYkFDWHhXMTFkQT0%3D/EMPLEO-INTERNET-PRENSA/148672' target='_blank'><strong>Boletín de Empleo de Castilla y León (Ecyl)</strong>.</a></p>";;Internet / Prensa;1179297937671;Santa Elena de Jamuz;42.2599;-5.8871646;24;1285677490274;2026-09-09;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285677490274/Empleo;42.2599, -5.8871646
