CURSO ACADÉMICO;CÓDIGO;C.SITUACIÓN;SITUACIÓN;C.NATURALEZA;NATURALEZA;C.DENOMINACIÓN GENÉRICA;DENOMINACIÓN GENÉRICA;DENOMINACIÓN GENÉRICA BREVE;DENOMINACIÓN ESPECÍFICA;C.VÍA;VÍA;NOMBRE DE LA VÍA;NÚMERO;NÚMERO(EXT);PISO;PISO(EXT);ESCALERA;LETRA;C.PROV;C.MUNI;C.LOCA;PROVINCIA;MUNICIPIO;LOCALIDAD;C.POSTAL;TELÉFONO;FAX;LETRA;CORREO ELECTRÓNICO;WEB;COORD. LONGITUD;COORD. LATITUD;C.R.A;INTERNADO;CONCIERTO;JORNADA CONTINUA;COMEDOR;TRANSPORTE;Localización
2026;37005320;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;NICOLÁS RODRÍGUEZ ANICETO;CALLE;CALLE;LA MORAL;11;;;;;;37;274;2;SALAMANCA;SALAMANCA;SALAMANCA;37006;923221090;923221090;;37005320@educa.jcyl.es;http://ceipnicolasrodriguezaniceto.centros.educa.jcyl.es/;-5.67653;40.97616;N;N;N;S;S;N;40.97616, -5.67653
2026;37003359;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;NUESTRA SEÑORA DEL CARMEN;CRA.;CARRETERA;DE CALZADILLA;;S/N;;;;;37;170;9;SALAMANCA;LEDESMA;LEDESMA;37100;923570281;923570281;;37003359@educa.jcyl.es;http://ceipledesma.centros.educa.jcyl.es;-6.00554;41.08781;N;N;N;S;S;S;41.08781, -6.00554
2026;37008643;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;SAN BLAS;CALLE;CALLE;GENERAL GUTIÉRREZ MELLADO;;S/N;;;;;37;294;2;SALAMANCA;SANTA MARTA DE TORMES;SANTA MARTA DE TORMES;37900;923138544;923138544;;37008643@educa.jcyl.es;http://ceipsanblas.centros.educa.jcyl.es;-5.61966;40.95287;N;N;N;S;S;N;40.95287, -5.61966
2026;37007687;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;VILLA DE FELIPE II;CALLE;CALLE;ERAS;;S/N;;;;;37;375;1;SALAMANCA;VILLORUELA;VILLORUELA;37338;923356692;923356692;;37007687@educa.jcyl.es;http://ceipvilladefelipeii.centros.educa.jcyl.es;-5.39225;41.00676;N;N;N;S;N;N;41.00676, -5.39225
2026;37005368;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;VILLAR Y MACÍAS;AV.;AVENIDA;FILIBERTO VILLALOBOS;119;;;;;;37;274;2;SALAMANCA;SALAMANCA;SALAMANCA;37007;923230617;923230617;;37005368@educa.jcyl.es;http://ceipvillarymacias.centros.educa.jcyl.es/;-5.67647;40.97214;N;N;N;S;S;N;40.97214, -5.67647
2026;37001995;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;VIRGEN DEL CARRASCAL;CALLE;CALLE;ESCUELAS;;S/N;;;;;37;103;1;SALAMANCA;CESPEDOSA DE TORMES;CESPEDOSA DE TORMES;37750;923152757;923152757;;37001995@educa.jcyl.es;http://ceipvirgendelcarrascal.centros.educa.jcyl.es/sitio/;-5.58108;40.54278;N;N;N;S;N;N;40.54278, -5.58108
2026;37009957;A;ALTA;1;PÚBLICO;31;CENTRO PUBLICO DE EDUCACION DE PERSONAS ADULTAS;CEPA;CENTRO DE ADULTOS DE SANTA MARTA DE TORMES;CALLE;CALLE;UNICEF;3;;;;;;37;294;2;SALAMANCA;SANTA MARTA DE TORMES;SANTA MARTA DE TORMES;37900;923200500;923200500;;37009957@educa.jcyl.es;http://ceasantamartadetormes.centros.educa.jcyl.es;-5.63296;40.94657;N;N;N;N;N;N;40.94657, -5.63296
2026;37008540;A;ALTA;1;PÚBLICO;31;CENTRO PUBLICO DE EDUCACION DE PERSONAS ADULTAS;CEPA;FRANCISCO GINER DE LOS RÍOS;CALLE;CALLE;GRAN CAPITÁN;;S/N;;;;;37;274;2;SALAMANCA;SALAMANCA;SALAMANCA;37006;923259032;923259032;;37008540@educa.jcyl.es;http://cepaginerdelosrios.centros.educa.jcyl.es;-5.66511;40.97456;N;N;N;N;N;N;40.97456, -5.66511
2026;37008217;A;ALTA;1;PÚBLICO;68;CENTRO PUBLICO INTEGRADO DE FORMACION PROFESIONAL;CIFP;RODRÍGUEZ FABRÉS;PS.;PASEO;DEL TORMES;;31-77;;;;;37;274;2;SALAMANCA;SALAMANCA;SALAMANCA;37008;923217301;923210525;;37008217@educa.jcyl.es;http://cifprodriguezfabres.centros.educa.jcyl.es;-5.65982;40.95801;N;S;N;S;N;S;40.95801, -5.65982
2026;37005484;A;ALTA;2;PRIVADO;72;CENTRO PRIVADO DE EDUCACION INFANTIL PRIMARIA Y SECUNDARIA;Colegio;AMOR DE DIOS;CALLE;CALLE;VÁZQUEZ CORONADO;25;;;;;;37;274;2;SALAMANCA;SALAMANCA;SALAMANCA;37002;923280890;923280891;;37005484@educa.jcyl.es;;-5.66213;40.96769;N;N;S;S;S;N;40.96769, -5.66213
2026;37009763;A;ALTA;2;PRIVADO;72;CENTRO PRIVADO DE EDUCACION INFANTIL PRIMARIA Y SECUNDARIA;Colegio;ANTONIO MACHADO;CALLE;CALLE;PINTOR DÍAZ CANEJA;28;;;;;;37;274;2;SALAMANCA;SALAMANCA;SALAMANCA;37003;923180460;923180459;;37009763@educa.jcyl.es;;-5.64634;40.96603;N;N;S;S;S;N;40.96603, -5.64634
2026;37005541;A;ALTA;2;PRIVADO;72;CENTRO PRIVADO DE EDUCACION INFANTIL PRIMARIA Y SECUNDARIA;Colegio;DIVINO MAESTRO;AV.;AVENIDA;SAN AGUSTÍN;26;;;;;;37;274;2;SALAMANCA;SALAMANCA;SALAMANCA;37005;923220392;923220392;;37005541@educa.jcyl.es;http://www.divinomaestrofesalamanca.com;-5.65983;40.97769;N;N;S;S;S;N;40.97769, -5.65983
2026;37005551;A;ALTA;2;PRIVADO;72;CENTRO PRIVADO DE EDUCACION INFANTIL PRIMARIA Y SECUNDARIA;Colegio;ESCLAVAS SAGRADO CORAZÓN DE JESÚS;PS.;PASEO;DEL ROLLO;39;;;;;;37;274;2;SALAMANCA;SALAMANCA;SALAMANCA;37003;923225200;923255208;;37005551@educa.jcyl.es;http://colegioesclavassalamanca.com;-5.65155;40.96624;N;N;S;S;S;N;40.96624, -5.65155
2026;37005599;A;ALTA;2;PRIVADO;72;CENTRO PRIVADO DE EDUCACION INFANTIL PRIMARIA Y SECUNDARIA;Colegio;MAESTRO ÁVILA;CALLE;CALLE;FONSECA;29;;;;;;37;274;2;SALAMANCA;SALAMANCA;SALAMANCA;37007;923214200;923262928;;37005599@educa.jcyl.es;http://www.colegiomaestroavila.com;-5.6702;40.96501;N;N;S;S;S;N;40.96501, -5.6702
2026;37005605;A;ALTA;2;PRIVADO;72;CENTRO PRIVADO DE EDUCACION INFANTIL PRIMARIA Y SECUNDARIA;Colegio;MARÍA AUXILIADORA;CALLE;CALLE;PADRE CÁMARA;1;;;;;;37;274;2;SALAMANCA;SALAMANCA;SALAMANCA;37004;923282431;923220437;;37005605@educa.jcyl.es;https://salesianosmaux.es/colegio;-5.65851;40.97049;N;N;S;S;S;N;40.97049, -5.65851
2026;37005678;A;ALTA;2;PRIVADO;72;CENTRO PRIVADO DE EDUCACION INFANTIL PRIMARIA Y SECUNDARIA;Colegio;PADRES TRINITARIOS;AV.;AVENIDA;DE FILIBERTO VILLALOBOS;82;;;;;;37;274;2;SALAMANCA;SALAMANCA;SALAMANCA;37007;923282487;;;37005678@educa.jcyl.es;;-5.67508;40.97094;N;N;S;S;S;N;40.97094, -5.67508
2026;37005794;A;ALTA;2;PRIVADO;72;CENTRO PRIVADO DE EDUCACION INFANTIL PRIMARIA Y SECUNDARIA;Colegio;SAGRADA FAMILIA - SIERVAS DE SAN JOSÉ;CALLE;CALLE;MARQUESA DE ALMARZA;1;;;;;;37;274;2;SALAMANCA;SALAMANCA;SALAMANCA;37001;923270011;923271397;;37005794@educa.jcyl.es;;-5.66234;40.96217;N;N;S;S;S;N;40.96217, -5.66234
2026;37005782;A;ALTA;2;PRIVADO;72;CENTRO PRIVADO DE EDUCACION INFANTIL PRIMARIA Y SECUNDARIA;Colegio;SANTÍSIMA TRINIDAD;PS.;PASEO;DE CARMELITAS;46;- 52;;;;;37;274;2;SALAMANCA;SALAMANCA;SALAMANCA;37007;923225477;;;37005782@educa.jcyl.es;https://www.trinitarias.com;-5.66689;40.96857;N;N;S;S;S;N;40.96857, -5.66689
2026;37000176;A;ALTA;2;PRIVADO;45;CENTRO PRIVADO DE EDUCACION SECUNDARIA;Colegio;SEMINARIO SAN JERÓNIMO;CRA.;CARRETERA;DE GALINDUSTE;;S/N;;;;;37;8;1;SALAMANCA;ALBA DE TORMES;ALBA DE TORMES;37800;923300135;923300808;;37000176@educa.jcyl.es;http://www.sanjeronimo.es/;-5.51542;40.8109;N;S;N;N;S;N;40.8109, -5.51542
2026;37014102;A;ALTA;2;PRIVADO;4;CENTRO PRIVADO DE EDUCACION INFANTIL;CPrEI;AULA PIMENTÓN MAESTRO ÁVILA;CALLE;CALLE;FONSECA;29;;;;;;37;274;2;SALAMANCA;SALAMANCA;SALAMANCA;37007;;;;37014102@educa.jcyl.es;;-5.67084;40.96456;N;N;N;N;N;N;40.96456, -5.67084
2026;37013389;A;ALTA;2;PRIVADO;4;CENTRO PRIVADO DE EDUCACION INFANTIL;CPrEI;TEBEO;CALLE;CALLE;ENRIQUE SENA;22;;;;;;37;274;2;SALAMANCA;SALAMANCA;SALAMANCA;37007;923207800;;;37013389@educa.jcyl.es;;-5.63062;40.94946;N;N;N;N;S;N;40.94946, -5.63062
2026;37013857;A;ALTA;2;PRIVADO;58;CENTRO PRIVADO DE FORMACION PROFESIONAL ESPECIFICA;CPrFP;CASA ESCUELA SANTIAGO UNO;CALLE;CALLE;SANTIAGO;1;;;;;;37;274;2;SALAMANCA;SALAMANCA;SALAMANCA;37008;923219511;923219511;;37013857@educa.jcyl.es;;-5.66707;40.95894;N;N;S;N;N;N;40.95894, -5.66707
2026;37013985;A;ALTA;2;PRIVADO;58;CENTRO PRIVADO DE FORMACION PROFESIONAL ESPECIFICA;CPrFP;ESYDE SALAMANCA;PS.;PASEO;CANALEJAS;;139-159;;;;;37;274;2;SALAMANCA;SALAMANCA;SALAMANCA;37001;659788185;;;37013985@educa.jcyl.es;https://esyde.es/;-5.66164;40.96023;N;N;N;N;N;N;40.96023, -5.66164
2026;37008813;A;ALTA;2;PRIVADO;58;CENTRO PRIVADO DE FORMACION PROFESIONAL ESPECIFICA;CPrFP;HERNÁNDEZ VERA;CRA.;CARRETERA;DE MADRID;111;;;;;;37;294;2;SALAMANCA;SANTA MARTA DE TORMES;SANTA MARTA DE TORMES;37900;923138531;;;37008813@educa.jcyl.es;http://www.centrofphernandezvera.com/;-5.62064;40.9499;N;N;S;N;N;N;40.9499, -5.62064
2026;37013997;A;ALTA;2;PRIVADO;58;CENTRO PRIVADO DE FORMACION PROFESIONAL ESPECIFICA;CPrFP;NAZARET BLANCO;CALLE;CALLE;CLEMENTE VELASCO;13;;;;;;37;107;3;SALAMANCA;CIUDAD RODRIGO;CIUDAD RODRIGO;37500;;;;37013997@educa.jcyl.es;;-6.54029;40.59189;N;N;N;N;N;N;40.59189, -6.54029
2026;37013730;A;ALTA;1;PÚBLICO;3;ESCUELA DE EDUCACION INFANTIL;EEI;BARTOLILL@S;AV.;AVENIDA;SIERRA DE FRANCIA;56;;;;;;37;300;1;SALAMANCA;SANTOS (LOS);SANTOS (LOS);37768;923592129;923592001;;37013730@educa.jcyl.es;http://www.todoeduca.com/;-5.80267;40.54208;N;N;N;N;N;N;40.54208, -5.80267
2026;37013638;A;ALTA;1;PÚBLICO;3;ESCUELA DE EDUCACION INFANTIL;EEI;EL BOSQUE DEL ENCINAR;PS.;PASEO;DE PONIENTE;2;;;;;;37;322;5;SALAMANCA;TERRADILLOS;TERRADILLOS;37882;667691989;;;37013638@educa.jcyl.es;;-5.58245;40.87997;N;N;N;S;S;N;40.87997, -5.58245
2026;37013572;A;ALTA;1;PÚBLICO;3;ESCUELA DE EDUCACION INFANTIL;EEI;EL ROLLO;CALLE;CALLE;PONFERRADA;;S/N;;;;;37;274;2;SALAMANCA;SALAMANCA;SALAMANCA;37003;923182106;;;37013572@educa.jcyl.es;;-5.64837;40.96663;N;N;N;N;S;N;40.96663, -5.64837
2026;37013377;A;ALTA;1;PÚBLICO;3;ESCUELA DE EDUCACION INFANTIL;EEI;ESCUELA INFANTIL DE CARBAJOSA DE LA SAGRADA;CALLE;CALLE;VILLARES;49;;;;;;37;85;1;SALAMANCA;CARBAJOSA DE LA SAGRADA;CARBAJOSA DE LA SAGRADA;37188;923322722;923208235;;37013377@educa.jcyl.es;;-5.64757;40.93277;N;N;N;N;S;N;40.93277, -5.64757
2026;37009830;A;ALTA;1;PÚBLICO;3;ESCUELA DE EDUCACION INFANTIL;EEI;GARRIDO;CALLE;CALLE;GLORIA FUERTES;;S/N;;;;;37;274;2;SALAMANCA;SALAMANCA;SALAMANCA;37004;923237481;;;37009830@educa.jcyl.es;;-5.64736;40.97708;N;N;N;N;S;N;40.97708, -5.64736
2026;37013560;A;ALTA;1;PÚBLICO;3;ESCUELA DE EDUCACION INFANTIL;EEI;GLORIA FUERTES;CALLE;CALLE;EGIDO;2;;;;;;37;246;1;SALAMANCA;PEÑARANDA DE BRACAMONTE;PEÑARANDA DE BRACAMONTE;37300;673900163;;;37013560@educa.jcyl.es;;-5.20144;40.89776;N;N;N;N;S;N;40.89776, -5.20144
2026;37013894;A;ALTA;1;PÚBLICO;3;ESCUELA DE EDUCACION INFANTIL;EEI;LA CASITA;CALLE;CALLE;CHICA;8;;;;;;37;376;2;SALAMANCA;VITIGUDINO;VITIGUDINO;37210;682933108;;;37013894@educa.jcyl.es;;-6.43611;41.00967;N;N;N;N;N;N;41.00967, -6.43611
2026;37013250;A;ALTA;1;PÚBLICO;3;ESCUELA DE EDUCACION INFANTIL;EEI;LAZARILLO DE TORMES;CALLE;CALLE;MAESTRO SERRANO;7;;;;;;37;274;2;SALAMANCA;SALAMANCA;SALAMANCA;37008;923219922;923219922;;37013250@educa.jcyl.es;;-5.65911;40.94904;N;N;N;N;S;N;40.94904, -5.65911
2026;37013973;A;ALTA;1;PÚBLICO;3;ESCUELA DE EDUCACION INFANTIL;EEI;LOS ROBLITOS;PZ.;PLAZA;DE JOSÉ GARCÍA BUENO;3;;;;;;37;138;1;SALAMANCA;FUENTERROBLE DE SALVATIERRA;FUENTERROBLE DE SALVATIERRA;37768;;;;37013973@educa.jcyl.es;;-5.73286;40.56448;N;N;N;N;N;N;40.56448, -5.73286
2026;37013808;A;ALTA;1;PÚBLICO;3;ESCUELA DE EDUCACION INFANTIL;EEI;MIS PRIMEROS PASOS;CALLE;CALLE;REAL;;S/N;;;;;37;279;6;SALAMANCA;SANCTI-SPÍRITUS;SANCTI-SPÍRITUS;37470;923484101;923484055;;37013808@educa.jcyl.es;;-6.3984;40.70294;N;N;N;N;N;N;40.70294, -6.3984
2026;37013821;A;ALTA;1;PÚBLICO;3;ESCUELA DE EDUCACION INFANTIL;EEI;SANTA MARTA DE TORMES;CALLE;CALLE;FRANCISCO MALDONADO;1;;;;;;37;294;2;SALAMANCA;SANTA MARTA DE TORMES;SANTA MARTA DE TORMES;37900;;;;37013821@educa.jcyl.es;;-5.62644;40.94959;N;N;N;N;N;N;40.94959, -5.62644
2026;37013754;A;ALTA;1;PÚBLICO;3;ESCUELA DE EDUCACION INFANTIL;EEI;VIA DE LA PLATA;CALLE;CALLE;RONDA SUR;;S/N;;;;;37;23;1;SALAMANCA;ALDEATEJADA;ALDEATEJADA;37187;923341426;923341906;;37013754@educa.jcyl.es;;-5.69472;40.92319;N;N;N;N;N;N;40.92319, -5.69472
2026;37013456;A;ALTA;1;PÚBLICO;185;ESCUELA DE MUSICA;EM;ESCUELA DE MÚSICA DE ALBA DE TORMES;CALLE;CALLE;SAN FRANCISCO;;S/N;;;;;37;8;1;SALAMANCA;ALBA DE TORMES;ALBA DE TORMES;37800;923300024;923300024;;37013456@educa.jcyl.es;;-5.51009;40.82758;N;N;N;N;N;N;40.82758, -5.51009
2026;37013614;A;ALTA;1;PÚBLICO;185;ESCUELA DE MUSICA;EM;ESCUELA DE MÚSICA DE GUIJUELO;CALLE;CALLE;PRÍNCIPE FELIPE (CENTRO CULTURAL MUNICIPAL);;53-55;;;;;37;156;5;SALAMANCA;GUIJUELO;GUIJUELO;37770;923580786;;;37013614@educa.jcyl.es;;-5.67366;40.55514;N;N;N;N;N;N;40.55514, -5.67366
2026;37010005;A;ALTA;1;PÚBLICO;185;ESCUELA DE MUSICA;EM;ESCUELA DE MÚSICA DE PEÑARANDA DE BRACAMONTE;PZ.;PLAZA;DE ESPAÑA;14;;;;;;37;246;1;SALAMANCA;PEÑARANDA DE BRACAMONTE;PEÑARANDA DE BRACAMONTE;37300;923541200;923541687;;37010005@educa.jcyl.es;;-5.2006;40.90111;N;N;N;N;N;N;40.90111, -5.2006
2026;37010054;A;ALTA;1;PÚBLICO;185;ESCUELA DE MUSICA;EM;JUAN ESQUIVEL DE BARAHONA;CALLE;CALLE;BÁSCULA;18;;;;;;37;107;3;SALAMANCA;CIUDAD RODRIGO;CIUDAD RODRIGO;37500;622101896;923460798;;37010054@educa.jcyl.es;;-6.53332;40.60064;N;N;N;N;N;N;40.60064, -6.53332
2026;37008667;A;ALTA;1;PÚBLICO;80;ESCUELA OFICIAL DE IDIOMAS;EOI;ESCUELA OFICIAL DE IDIOMAS DE SALAMANCA;CALLE;CALLE;PEÑA DE FRANCIA;46;;;;;;37;274;2;SALAMANCA;SALAMANCA;SALAMANCA;37007;923241461;923225831;;37008667@educa.jcyl.es;http://eoisalamanca.centros.educa.jcyl.es;-5.67418;40.9717;N;N;N;N;N;N;40.9717, -5.67418
2026;37009283;A;ALTA;1;PÚBLICO;42;INSTITUTO DE EDUCACION SECUNDARIA;IES;CALISTO Y MELIBEA;PS.;PASEO;PROFESOR ENRIQUE TIERNO GALVÁN;;S/N;;;;;37;294;2;SALAMANCA;SANTA MARTA DE TORMES;SANTA MARTA DE TORMES;37900;923130454;923130455;;37009283@educa.jcyl.es;https://iescalistoymelibea.centros.educa.jcyl.es;-5.62616;40.94577;N;N;N;S;N;S;40.94577, -5.62616
2026;37008515;A;ALTA;1;PÚBLICO;42;INSTITUTO DE EDUCACION SECUNDARIA;IES;DIPUTACIÓN PROVINCIAL;CRA.;CARRETERA;DE CARBAJOSA;;;;;;;37;274;2;SALAMANCA;SALAMANCA;SALAMANCA;37008;923260303;;;37008515@educa.jcyl.es;http://iesdiputacionprovincial.centros.educa.jcyl.es/sitio/;-5.66262;40.94642;N;N;N;S;N;N;40.94642, -5.66262
2026;37009271;A;ALTA;1;PÚBLICO;42;INSTITUTO DE EDUCACION SECUNDARIA;IES;FRANCISCO SALINAS;CALLE;CALLE;JULITA RAMOS;;S/N;;;;;37;274;2;SALAMANCA;SALAMANCA;SALAMANCA;37004;923253664;;;37009271@educa.jcyl.es;http://iesfranciscosalinas.centros.educa.jcyl.es;-5.64668;40.97737;N;N;N;S;N;N;40.97737, -5.64668
2026;37013882;A;ALTA;1;PÚBLICO;42;INSTITUTO DE EDUCACION SECUNDARIA;IES;GERMÁN SÁNCHEZ RUIPÉREZ;AV.;AVENIDA;DE SALAMANCA;8;;;;;;37;246;1;SALAMANCA;PEÑARANDA DE BRACAMONTE;PEÑARANDA DE BRACAMONTE;37300;923052366;;;37013882@educa.jcyl.es;http://iesgermansanchezruiperez.centros.educa.jcyl.es/;-5.20508;40.9023;N;N;N;S;N;S;40.9023, -5.20508
2026;37005861;A;ALTA;1;PÚBLICO;42;INSTITUTO DE EDUCACION SECUNDARIA;IES;LUCÍA DE MEDRANO;AV.;AVENIDA;FILIBERTO VILLALOBOS;;97-117;;;;;37;274;2;SALAMANCA;SALAMANCA;SALAMANCA;37007;923230625;;;37005861@educa.jcyl.es;http://iesluciademedrano.centros.educa.jcyl.es;-5.67519;40.971;N;N;N;S;N;S;40.971, -5.67519
2026;37007729;A;ALTA;1;PÚBLICO;42;INSTITUTO DE EDUCACION SECUNDARIA;IES;RAMOS DEL MANZANO;CALLE;CALLE;PRADO;2;;;;;;37;376;2;SALAMANCA;VITIGUDINO;VITIGUDINO;37210;923500820;;;37007729@educa.jcyl.es;http://iesramosdelmanzano.centros.educa.jcyl.es;-6.43221;41.01288;N;N;N;S;N;S;41.01288, -6.43221
2026;37001031;A;ALTA;1;PÚBLICO;42;INSTITUTO DE EDUCACION SECUNDARIA;IES;RÍO CUERPO DE HOMBRE;CALLE;CALLE;CORDEL DE MERINAS;;S/N;;;;;37;46;1;SALAMANCA;BÉJAR;BÉJAR;37700;923408483;;;37001031@educa.jcyl.es;http://iesriocuerpodehombre.centros.educa.jcyl.es/;-5.76189;40.38529;N;N;N;S;N;S;40.38529, -5.76189
2026;37002197;A;ALTA;1;PÚBLICO;42;INSTITUTO DE EDUCACION SECUNDARIA;IES;TIERRA DE CIUDAD RODRIGO;AV.;AVENIDA;DE BEJAR;;10-36;;;;;37;107;3;SALAMANCA;CIUDAD RODRIGO;CIUDAD RODRIGO;37500;923498041;923498311;;37002197@educa.jcyl.es;http://iestierradeciudadrodrigo.centros.educa.jcyl.es;-6.52908;40.59885;N;N;N;S;N;S;40.59885, -6.52908
2026;37005873;A;ALTA;1;PÚBLICO;42;INSTITUTO DE EDUCACION SECUNDARIA;IES;TORRES VILLARROEL;AV.;AVENIDA;HILARIO GOYENECHEA;42;;;;;;37;274;2;SALAMANCA;SALAMANCA;SALAMANCA;37008;923215309;923267921;;37005873@educa.jcyl.es;http://iestorresvillarroel.centros.educa.jcyl.es;-5.66195;40.94859;N;N;N;S;N;S;40.94859, -5.66195
2026;40004531;A;ALTA;1;PÚBLICO;131;CONSERVATORIO PROFESIONAL DE MUSICA;C Música;CONSERVATORIO DE SEGOVIA;AV.;AVENIDA;VICENTE ALEXANDRE;222;;;;;;40;194;6;SEGOVIA;SEGOVIA;SEGOVIA;40006;921412268;921438550;;40004531@educa.jcyl.es;http://conservatoriosegovia.centros.educa.jcyl.es;-4.09362;40.92699;N;N;N;N;N;N;40.92699, -4.09362
2026;40004713;A;ALTA;1;PÚBLICO;20;COLEGIO DE EDUCACION ESPECIAL;CEE;NTRA.SRA.DE LA ESPERANZA;CALLE;CALLE;TERMINILLO;16;;;;;;40;194;6;SEGOVIA;SEGOVIA;SEGOVIA;40003;921050705;;;40004713@educa.jcyl.es;http://ceenuestrasenoradelaesperanza.centros.educa.jcyl.es;-4.10726;40.95778;N;S;N;S;S;S;40.95778, -4.10726
2026;40002431;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;ATALAYA;CALLE;CALLE;LA ESCUELA VIEJA;;S/N;;;;;40;155;1;SEGOVIA;PALAZUELOS DE ERESMA;PALAZUELOS DE ERESMA;40194;921449824;921448900;;40002431@educa.jcyl.es;http://ceipatalaya.centros.educa.jcyl.es;-4.0631;40.93323;N;N;N;S;S;S;40.93323, -4.0631
2026;40004488;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;CARLOS DE LECEA;CALLE;CALLE;GRECO;2;;;;;;40;194;6;SEGOVIA;SEGOVIA;SEGOVIA;40006;921435857;921435857;;40004488@educa.jcyl.es;http://ceipcarlosdelecea.centros.educa.jcyl.es;-4.11532;40.93363;N;N;N;S;S;N;40.93363, -4.11532
2026;40004956;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;CRA DE AYLLÓN;AV.;AVENIDA;CONDE VALLELLANO;14;;;;;;40;24;1;SEGOVIA;AYLLÓN;AYLLÓN;40520;921553152;921553614;;40004956@educa.jcyl.es;http://craayllon.centros.educa.jcyl.es;-3.37986;41.41859;S;N;N;S;S;S;41.41859, -3.37986
2026;40004762;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;CRA EL ENCINAR;CALLE;CALLE;DEPORTES;;S/N;;;;;40;113;2;SEGOVIA;LOSA (LA);LOSA (LA);40420;921485084;;;40004762@educa.jcyl.es;http://craelencinar.centros.educa.jcyl.es;-4.15916;40.85211;S;N;N;S;S;S;40.85211, -4.15916
2026;40004865;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;CRA EL OLMAR;CRA.;CARRETERA;DE CAMPASPERO;;S/N;;;;;40;149;2;SEGOVIA;OLOMBRADA;OLOMBRADA;40220;921164052;921164052;;40004865@educa.jcyl.es;http://craelolmar.centros.educa.jcyl.es/sitio/;-4.16137;41.4171;S;N;N;S;S;S;41.4171, -4.16137
2026;40004919;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;CRA REYES CATÓLICOS;CRA.;CARRETERA;SEGOVIA;25;;;;;;40;208;5;SEGOVIA;TURÉGANO;TURÉGANO;40370;921500160;921500160;;40004919@educa.jcyl.es;http://crareyescatolicos.centros.educa.jcyl.es;-4.00676;41.15431;S;N;N;S;S;S;41.15431, -4.00676
2026;40001189;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;CRA SAN RAFAEL;CALLE;CALLE;CARLOS MENDOZA;;S/N;;;;;40;76;6;SEGOVIA;ESPINAR (EL);SAN RAFAEL;40410;921171887;921171887;;40001189@educa.jcyl.es;http://crasanrafael.centros.educa.jcyl.es/;-4.18655;40.71079;S;N;N;S;S;S;40.71079, -4.18655
2026;40003356;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;DIEGO DE COLMENARES;PS.;PASEO;CONDE SEPÚLVEDA;2;;;;;;40;194;6;SEGOVIA;SEGOVIA;SEGOVIA;40002;921420275;;;40003356@educa.jcyl.es;http://ceipdiegodecolmenares.centros.educa.jcyl.es;-4.1172;40.94096;N;N;N;S;S;N;40.94096, -4.1172
2026;40003290;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;EL PEÑASCAL;CALLE;CALLE;SANTA TERESA DE JESÚS;17;;;;;;40;194;6;SEGOVIA;SEGOVIA;SEGOVIA;40004;921420842;921423119;;40003290@educa.jcyl.es;http://ceipelpenascal.centros.educa.jcyl.es;-4.10633;40.94393;N;N;N;S;S;N;40.94393, -4.10633
2026;40004464;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;ERESMA;CALLE;CALLE;LOS SILVERIOS;10;;;;;;40;194;6;SEGOVIA;SEGOVIA;SEGOVIA;40004;921431565;921442957;;40004464@educa.jcyl.es;http://ceiperesma.centros.educa.jcyl.es;-4.10011;40.94355;N;N;N;S;S;N;40.94355, -4.10011
2026;40003344;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;FRAY JUAN DE LA CRUZ;CALLE;CALLE;TARAY;2;;;;;;40;194;6;SEGOVIA;SEGOVIA;SEGOVIA;40001;921463155;921461028;;40003344@educa.jcyl.es;http://ceipfrayjuandelacruz.centros.educa.jcyl.es;-4.11851;40.95101;N;N;N;S;S;N;40.95101, -4.11851
