Provincia;Localidad;Código Centro;Centro Educativo;Titularidad Centro;Familia Profesional;Código Familia;Nivel Educativo;Clave Ciclo;Ciclo Formativo/Curso de Especialización;Modalidad;"Tipo
enseñanza";Grupos 1º;Grupos 2º;Grupos 3º;Dirección centro;Código postal;Teléfono;e-mail;Web;Localización
Palencia;Aguilar de Campoo;34003932;IES SANTA MARÍA LA REAL;Educación;Administración y Gestión;ADG;Grado Superior;ADG02S;Administración y Finanzas;Presencial;Pública;1.0;1.0;;Paseo del Monasterio, s/n;34800;979 12 5801;34003932@educa.jcyl.es;http://www.iessantamarialareal.com;42.79594, -4.27207
Palencia;Aguilar de Campoo;34003932;IES SANTA MARÍA LA REAL;Educación;Electricidad y Electrónica;ELE;Grado Superior;ELE01S;Sistemas Electrotécnicos y Automatizados;Presencial;Pública;1.0;1.0;;Paseo del Monasterio, s/n;34800;979 12 5801;34003932@educa.jcyl.es;http://www.iessantamarialareal.com;42.79594, -4.27207
Palencia;Aguilar de Campoo;34003932;IES SANTA MARÍA LA REAL;Educación;Servicios Socioculturales y a la Comunidad;SSC;Grado Medio;SSC01M;Atención a Personas en Situación de Dependencia;Presencial;Pública;1.0;0.0;;Paseo del Monasterio, s/n;34800;979 12 5801;34003932@educa.jcyl.es;http://www.iessantamarialareal.com;42.79594, -4.27207
Palencia;Aguilar de Campoo;34003932;IES SANTA MARÍA LA REAL;Educación;Electricidad y Electrónica;ELE;Grado Básico;ELE01B;Electricidad y Electrónica;Presencial;Pública;1.0;1.0;;Paseo del Monasterio, s/n;34800;979 12 5801;34003932@educa.jcyl.es;http://www.iessantamarialareal.com;42.79594, -4.27207
Palencia;Palencia;34007007;CIFP CAMINO DE LA MIRANDA;Educación;Informática y Comunicaciones;IFC;Grado Básico;IFC01B;Informática y Comunicaciones;Presencial;Pública;1.0;1.0;;Camino de la Miranda, 19;34003;979 742 710;34007007@educa.jcyl.es;http://cifpcaminodelamiranda.centros.educa.jcyl.es/;42.02655, -4.53856
Palencia;Palencia;34007007;CIFP CAMINO DE LA MIRANDA;Educación;Química;QUI;Curso Especialización;QUI01E;Cultivos celulares;Presencial;Pública;1.0;0.0;;Camino de la Miranda, 19;34003;979 742 710;34007007@educa.jcyl.es;http://cifpcaminodelamiranda.centros.educa.jcyl.es/;42.02655, -4.53856
Palencia;Palencia;34007007;CIFP CAMINO DE LA MIRANDA;Educación;Sanidad;SAN;Grado Superior;SAN08S;Laboratorio Clínico y Biomédico;Presencial;Pública;1.0;1.0;;Camino de la Miranda, 19;34003;979 742 710;34007007@educa.jcyl.es;http://cifpcaminodelamiranda.centros.educa.jcyl.es/;42.02655, -4.53856
Palencia;Palencia;34007007;CIFP CAMINO DE LA MIRANDA;Educación;Transporte y Mantenimiento de Vehículos;TMV;Grado Básico;TMV01B;Mantenimiento de Vehículos;Presencial;Pública;1.0;1.0;;Camino de la Miranda, 19;34003;979 742 710;34007007@educa.jcyl.es;http://cifpcaminodelamiranda.centros.educa.jcyl.es/;42.02655, -4.53856
Palencia;Palencia;34007007;CIFP CAMINO DE LA MIRANDA;Educación;Transporte y Mantenimiento de Vehículos;TMV;Grado Medio;TMV01M;Carrocería;Presencial;Pública;1.0;1.0;;Camino de la Miranda, 19;34003;979 742 710;34007007@educa.jcyl.es;http://cifpcaminodelamiranda.centros.educa.jcyl.es/;42.02655, -4.53856
Palencia;Palencia;34007007;CIFP CAMINO DE LA MIRANDA;Educación;Transporte y Mantenimiento de Vehículos;TMV;Grado Medio;TMV02M;Electromecánica de Vehículos Automóviles;Presencial;Pública;1.0;1.0;;Camino de la Miranda, 19;34003;979 742 710;34007007@educa.jcyl.es;http://cifpcaminodelamiranda.centros.educa.jcyl.es/;42.02655, -4.53856
Palencia;Palencia;34007007;CIFP CAMINO DE LA MIRANDA;Educación;Informática y Comunicaciones;IFC;Grado Medio;IFC01M;Sistemas Microinformáticos y Redes;Presencial;Pública;1.0;1.0;;Camino de la Miranda, 19;34003;979 742 710;34007007@educa.jcyl.es;http://cifpcaminodelamiranda.centros.educa.jcyl.es/;42.02655, -4.53856
Palencia;Palencia;34007007;CIFP CAMINO DE LA MIRANDA;Educación;Informática y Comunicaciones;IFC;Grado Superior;IFC01S;Administración de Sistemas Informáticos en Red;Presencial;Pública;1.0;1.0;;Camino de la Miranda, 19;34003;979 742 710;34007007@educa.jcyl.es;http://cifpcaminodelamiranda.centros.educa.jcyl.es/;42.02655, -4.53856
Palencia;Palencia;34007007;CIFP CAMINO DE LA MIRANDA;Educación;Informática y Comunicaciones;IFC;Grado Superior;IFC02Sd;Desarrollo de Aplicaciones Multiplataforma (distancia);Distancia;Pública;2.0;0.0;;Camino de la Miranda, 19;34003;979 742 710;34007007@educa.jcyl.es;http://cifpcaminodelamiranda.centros.educa.jcyl.es/;42.02655, -4.53856
Palencia;Palencia;34007007;CIFP CAMINO DE LA MIRANDA;Educación;Sanidad;SAN;Grado Superior;SAN01S;Audiología Protésica;Presencial;Pública;1.0;1.0;;Camino de la Miranda, 19;34003;979 742 710;34007007@educa.jcyl.es;http://cifpcaminodelamiranda.centros.educa.jcyl.es/;42.02655, -4.53856
Palencia;Palencia;34007007;CIFP CAMINO DE LA MIRANDA;Educación;Sanidad;SAN;Grado Superior;SAN02S;Prótesis Dentales;Presencial;Pública;1.0;1.0;;Camino de la Miranda, 19;34003;979 742 710;34007007@educa.jcyl.es;http://cifpcaminodelamiranda.centros.educa.jcyl.es/;42.02655, -4.53856
Palencia;Palencia;34007007;CIFP CAMINO DE LA MIRANDA;Educación;Sanidad;SAN;Grado Superior;SAN09S;Radioterapia y Dosimetría;Presencial;Pública;1.0;1.0;;Camino de la Miranda, 19;34003;979 742 710;34007007@educa.jcyl.es;http://cifpcaminodelamiranda.centros.educa.jcyl.es/;42.02655, -4.53856
Palencia;Palencia;34007007;CIFP CAMINO DE LA MIRANDA;Educación;Transporte y Mantenimiento de Vehículos;TMV;Grado Superior;TMV01S;Automoción;Presencial;Pública;1.0;1.0;;Camino de la Miranda, 19;34003;979 742 710;34007007@educa.jcyl.es;http://cifpcaminodelamiranda.centros.educa.jcyl.es/;42.02655, -4.53856
Palencia;Palencia;34007007;CIFP CAMINO DE LA MIRANDA;Educación;Informática y Comunicaciones;IFC;Grado Superior;IFC03S;Desarrollo de Aplicaciones WEB;Presencial;Pública;1.0;1.0;;Camino de la Miranda, 19;34003;979 742 710;34007007@educa.jcyl.es;http://cifpcaminodelamiranda.centros.educa.jcyl.es/;42.02655, -4.53856
Palencia;Palencia;34007007;CIFP CAMINO DE LA MIRANDA;Educación;Sanidad;SAN;Grado Medio;SAN02M;Farmacia y Parafarmacia;Presencial;Pública;1.0;1.0;;Camino de la Miranda, 19;34003;979 742 710;34007007@educa.jcyl.es;http://cifpcaminodelamiranda.centros.educa.jcyl.es/;42.02655, -4.53856
Palencia;Guardo;34007159;IES GUARDO;Educación;Administración y Gestión;ADG;Grado Medio;ADG01M;Gestión Administrativa;Presencial;Pública;1.0;1.0;;C/ Rio Ebro, 8;34880;979 85 14 15;34007159@educa.jcyl.es;http://iesguardo.centros.educa.jcyl.es;42.79178, -4.84492
Palencia;Guardo;34007159;IES GUARDO;Educación;Electricidad y Electrónica;ELE;Grado Básico;ELE02B;Instalaciones Electrotécnicas y Mecánica;Presencial;Pública;1.0;1.0;;C/ Rio Ebro, 8;34880;979 85 14 15;34007159@educa.jcyl.es;http://iesguardo.centros.educa.jcyl.es;42.79178, -4.84492
Palencia;Guardo;34007159;IES GUARDO;Educación;Administración y Gestión;ADG;Grado Superior;ADG02S;Administración y Finanzas;Presencial;Pública;1.0;1.0;;C/ Rio Ebro, 8;34880;979 85 14 15;34007159@educa.jcyl.es;http://iesguardo.centros.educa.jcyl.es;42.79178, -4.84492
Palencia;Guardo;34007159;IES GUARDO;Educación;Actividades Físicas y Deportivas;AFD;Grado Medio;AFD02M;Guía en el medio natural y de tiempo libre;Presencial;Pública;1.0;1.0;;C/ Rio Ebro, 8;34880;979 85 14 15;34007159@educa.jcyl.es;http://iesguardo.centros.educa.jcyl.es;42.79178, -4.84492
Palencia;Guardo;34007159;IES GUARDO;Educación;Electricidad y Electrónica;ELE;Grado Superior;ELE01S;Sistemas Electrotécnicos y Automatizados;Presencial;Pública;1.0;0.0;;C/ Rio Ebro, 8;34880;979 85 14 15;34007159@educa.jcyl.es;http://iesguardo.centros.educa.jcyl.es;42.79178, -4.84492
Palencia;Guardo;34007159;IES GUARDO;Educación;Instalación y Mantenimiento;IMA;Grado Medio;IMA03M;Mantenimiento Electromecánico;Presencial;Pública;1.0;1.0;;C/ Rio Ebro, 8;34880;979 85 14 15;34007159@educa.jcyl.es;http://iesguardo.centros.educa.jcyl.es;42.79178, -4.84492
Palencia;Palencia;34007184;FUNDACIÓN PERSONAS;Privada;Administración y Gestión;ADG;Grado Básico;ADG01B;Servicios Administrativos;Presencial;Concertada;1.0;1.0;;Avda. Madrid, 50;34004;979 72 9740;34007184@educa.jcyl.es;https://fundacionpersonas.es/web-escolar-palencia/;41.98576, -4.51527
Salamanca;Béjar;37001031;IES RÍO CUERPO DE HOMBRE;Educación;Hostelería y Turismo;HOT;Grado Básico;HOT01B;Cocina y Restauración;Presencial;Pública;1.0;1.0;;C/ Cordel de Medina, s/n;37700;923 40 84 83;37001031@educa.jcyl.es;http://iesriocuerpodehombre.centros.educa.jcyl.es/;40.38529, -5.76189
Salamanca;Ciudad Rodrigo;37002197;IES TIERRA DE CIUDAD RODRIGO;Educación;Madera, Mueble y Corcho;MAM;Grado Medio;MAM02M;Instalación y Amueblamiento;Presencial;Pública;1.0;1.0;;Avda. de Béjar, 10-36;37500;923 49 8041;37002197@educa.jcyl.es;http://iestierradeciudadrodrigo.centros.educa.jcyl.es;40.59885, -6.52908
Salamanca;Ciudad Rodrigo;37002197;IES TIERRA DE CIUDAD RODRIGO;Educación;Administración y Gestión;ADG;Grado Medio;ADG01M;Gestión Administrativa;Presencial;Pública;1.0;1.0;;Avda. de Béjar, 10-36;37500;923 49 8041;37002197@educa.jcyl.es;http://iestierradeciudadrodrigo.centros.educa.jcyl.es;40.59885, -6.52908
Salamanca;Ciudad Rodrigo;37002197;IES TIERRA DE CIUDAD RODRIGO;Educación;Madera, Mueble y Corcho;MAM;Grado Básico;MAM01B;Carpintería y Mueble;Presencial;Pública;1.0;0.0;;Avda. de Béjar, 10-36;37500;923 49 8041;37002197@educa.jcyl.es;http://iestierradeciudadrodrigo.centros.educa.jcyl.es;40.59885, -6.52908
Salamanca;Ciudad Rodrigo;37002197;IES TIERRA DE CIUDAD RODRIGO;Educación;Administración y Gestión;ADG;Grado Básico;ADG01B;Servicios Administrativos;Presencial;Pública;1.0;0.0;;Avda. de Béjar, 10-36;37500;923 49 8041;37002197@educa.jcyl.es;http://iestierradeciudadrodrigo.centros.educa.jcyl.es;40.59885, -6.52908
Salamanca;Ciudad Rodrigo;37002197;IES TIERRA DE CIUDAD RODRIGO;Educación;Administración y Gestión;ADG;Grado Superior;ADG02S;Administración y Finanzas;Presencial;Pública;1.0;1.0;;Avda. de Béjar, 10-36;37500;923 49 8041;37002197@educa.jcyl.es;http://iestierradeciudadrodrigo.centros.educa.jcyl.es;40.59885, -6.52908
Salamanca;Ciudad Rodrigo;37002227;IES FRAY DIEGO TADEO GONZÁLEZ;Educación;Informática y Comunicaciones;IFC;Grado Medio;IFC01M;Sistemas Microinformáticos y Redes;Presencial;Pública;1.0;1.0;;Paseo de Carmelitas, 27 - 51;37500;923 48 0655;37002227@educa.jcyl.es;http://iesfraydiegotadeo.centros.educa.jcyl.es;40.6019, -6.52552
Salamanca;Ciudad Rodrigo;37002227;IES FRAY DIEGO TADEO GONZÁLEZ;Educación;Informática y Comunicaciones;IFC;Grado Superior;IFC02S;Desarrollo de Aplicaciones Multiplataforma;Presencial;Pública;1.0;1.0;;Paseo de Carmelitas, 27 - 51;37500;923 48 0655;37002227@educa.jcyl.es;http://iesfraydiegotadeo.centros.educa.jcyl.es;40.6019, -6.52552
Salamanca;Ciudad Rodrigo;37002227;IES FRAY DIEGO TADEO GONZÁLEZ;Educación;Informática y Comunicaciones;IFC;Grado Básico;IFC01B;Informática y Comunicaciones;Presencial;Pública;1.0;1.0;;Paseo de Carmelitas, 27 - 51;37500;923 48 0655;37002227@educa.jcyl.es;http://iesfraydiegotadeo.centros.educa.jcyl.es;40.6019, -6.52552
Salamanca;Salamanca;37005484;AMOR DE DIOS;Privada;Administración y Gestión;ADG;Grado Medio;ADG01M;Gestión Administrativa;Presencial;Concertada;1.0;1.0;;C/ Vázquez Coronado, 25-27;37002;923 28 0890;37005484@educa.jcyl.es;https://colegiosamordedios.es/centros/salamanca/;40.96769, -5.66213
Salamanca;Salamanca;37005526;CALASANZ;Privada;Informática y Comunicaciones;IFC;Grado Básico;IFC02B;Informática de Oficina;Presencial;Concertada;1.0;1.0;;Paseo de Canalejas, 139;37001;923 26 7961;37005526@educa.jcyl.es;http://www.calasanzsalamanca.es;40.9608, -5.65937
Salamanca;Salamanca;37005526;CALASANZ;Privada;Informática y Comunicaciones;IFC;Grado Superior;IFC03S;Desarrollo de Aplicaciones WEB;Presencial;Privada;1.0;1.0;;Paseo de Canalejas, 139;37001;923 26 7961;37005526@educa.jcyl.es;http://www.calasanzsalamanca.es;40.9608, -5.65937
Salamanca;Salamanca;37005599;MAESTRO ÁVILA;Privada;Artes Gráficas;ARG;Grado Medio;ARG01M;Preimpresión Digital;Presencial;Concertada;1.0;1.0;;C/ Fonseca, 29 -31;37007;923 21 4200;37005599@educa.jcyl.es;http://www.colegiomaestroavila.com;40.96501, -5.6702
Salamanca;Salamanca;37005605;MARÍA AUXILIADORA;Privada;Actividades Físicas y Deportivas;AFD;Grado Superior;AFD01S;Enseñanza y Animación Sociodeportiva;Presencial;Privada;1.0;1.0;;C/ Padre Cámara, 1;37004;923 282 431;37005605@educa.jcyl.es;www.mauxsalamanca.es;40.97049, -5.65851
Salamanca;Salamanca;37005630;MISIONERAS DE LA PROVIDENCIA;Privada;Informática y Comunicaciones;IFC;Grado Medio;IFC01M;Sistemas Microinformáticos y Redes;Presencial;Concertada;1.0;1.0;;Avda. de los Maristas, 1;37007;923 26 3522;37005630@educa.jcyl.es;http://www.mprovidenciasa.es/;40.96596, -5.67135
Salamanca;Salamanca;37005733;SALESIANO SAN JOSÉ;Privada;Administración y Gestión;ADG;Grado Básico;ADG01B;Servicios Administrativos;Presencial;Concertada;1.0;1.0;;Ctra. Ledesma, 32-52;37006;923 22 5983;37005733@educa.jcyl.es;http://www.salesianospizarrales.com;40.97474, -5.67278
Salamanca;Salamanca;37005733;SALESIANO SAN JOSÉ;Privada;Comercio y Marketing;COM;Grado Básico;COM01B;Servicios Comerciales;Presencial;Concertada;1.0;1.0;;Ctra. Ledesma, 32-52;37006;923 22 5983;37005733@educa.jcyl.es;http://www.salesianospizarrales.com;40.97474, -5.67278
Salamanca;Salamanca;37005733;SALESIANO SAN JOSÉ;Privada;Electricidad y Electrónica;ELE;Grado Básico;ELE01B;Electricidad y Electrónica;Presencial;Concertada;1.0;1.0;;Ctra. Ledesma, 32-52;37006;923 22 5983;37005733@educa.jcyl.es;http://www.salesianospizarrales.com;40.97474, -5.67278
Salamanca;Salamanca;37005733;SALESIANO SAN JOSÉ;Privada;Informática y Comunicaciones;IFC;Grado Superior;IFC02S;Desarrollo de Aplicaciones Multiplataforma;Presencial;Concertada;1.0;1.0;;Ctra. Ledesma, 32-52;37006;923 22 5983;37005733@educa.jcyl.es;http://www.salesianospizarrales.com;40.97474, -5.67278
Salamanca;Salamanca;37005733;SALESIANO SAN JOSÉ;Privada;Transporte y Mantenimiento de Vehículos;TMV;Grado Básico;TMV01B;Mantenimiento de Vehículos;Presencial;Concertada;1.0;1.0;;Ctra. Ledesma, 32-52;37006;923 22 5983;37005733@educa.jcyl.es;http://www.salesianospizarrales.com;40.97474, -5.67278
Salamanca;Salamanca;37005733;SALESIANO SAN JOSÉ;Privada;Administración y Gestión;ADG;Grado Medio;ADG01M;Gestión Administrativa;Presencial;Concertada;1.0;1.0;;Ctra. Ledesma, 32-52;37006;923 22 5983;37005733@educa.jcyl.es;http://www.salesianospizarrales.com;40.97474, -5.67278
Salamanca;Salamanca;37005733;SALESIANO SAN JOSÉ;Privada;Electricidad y Electrónica;ELE;Grado Medio;ELE01M;Instalaciones Eléctricas y Automáticas;Presencial;Concertada;1.0;1.0;;Ctra. Ledesma, 32-52;37006;923 22 5983;37005733@educa.jcyl.es;http://www.salesianospizarrales.com;40.97474, -5.67278
Salamanca;Salamanca;37005733;SALESIANO SAN JOSÉ;Privada;Electricidad y Electrónica;ELE;Grado Superior;ELE01S;Sistemas Electrotécnicos y Automatizados;Presencial;Concertada;1.0;1.0;;Ctra. Ledesma, 32-52;37006;923 22 5983;37005733@educa.jcyl.es;http://www.salesianospizarrales.com;40.97474, -5.67278
Salamanca;Salamanca;37005733;SALESIANO SAN JOSÉ;Privada;Informática y Comunicaciones;IFC;Grado Superior;IFC01S;Administración de Sistemas Informáticos en Red;Presencial;Concertada;1.0;1.0;;Ctra. Ledesma, 32-52;37006;923 22 5983;37005733@educa.jcyl.es;http://www.salesianospizarrales.com;40.97474, -5.67278
Salamanca;Salamanca;37005733;SALESIANO SAN JOSÉ;Privada;Administración y Gestión;ADG;Grado Superior;ADG02S;Administración y Finanzas;Presencial;Concertada;1.0;1.0;;Ctra. Ledesma, 32-52;37006;923 22 5983;37005733@educa.jcyl.es;http://www.salesianospizarrales.com;40.97474, -5.67278
Salamanca;Salamanca;37005733;SALESIANO SAN JOSÉ;Privada;Comercio y Marketing;COM;Grado Superior;COM01S;Marketing y Publicidad;Presencial;Concertada;1.0;1.0;;Ctra. Ledesma, 32-52;37006;923 22 5983;37005733@educa.jcyl.es;http://www.salesianospizarrales.com;40.97474, -5.67278
Salamanca;Salamanca;37005733;SALESIANO SAN JOSÉ;Privada;Transporte y Mantenimiento de Vehículos;TMV;Grado Medio;TMV02M;Electromecánica de Vehículos Automóviles;Presencial;Concertada;1.0;1.0;;Ctra. Ledesma, 32-52;37006;923 22 5983;37005733@educa.jcyl.es;http://www.salesianospizarrales.com;40.97474, -5.67278
Salamanca;Salamanca;37005782;SANTÍSIMA TRINIDAD;Privada;Informática y Comunicaciones;IFC;Grado Superior;IFC02S;Desarrollo de Aplicaciones Multiplataforma;Presencial;Concertada;1.0;1.0;;Paseo Carmelitas, 46-52;37007;923 22 5477;37005782@educa.jcyl.es;https://www.trinitarias.com;40.96857, -5.66689
Salamanca;Salamanca;37005782;SANTÍSIMA TRINIDAD;Privada;Sanidad;SAN;Grado Medio;SAN21;Cuidados Auxiliares de Enfermería;Presencial;Concertada;1.0;1.0;;Paseo Carmelitas, 46-52;37007;923 22 5477;37005782@educa.jcyl.es;https://www.trinitarias.com;40.96857, -5.66689
Salamanca;Salamanca;37005782;SANTÍSIMA TRINIDAD;Privada;Servicios Socioculturales y a la Comunidad;SSC;Grado Superior;SSC02S;Animación Sociocultural y Turística;Presencial;Privada;1.0;0.0;;Paseo Carmelitas, 46-52;37007;923 22 5477;37005782@educa.jcyl.es;https://www.trinitarias.com;40.96857, -5.66689
Salamanca;Salamanca;37005812;SAN AGUSTÍN;Privada;Servicios Socioculturales y a la Comunidad;SSC;Grado Superior;SSC01S;Educación Infantil;Presencial;Privada;1.0;0.0;;Avenida de San Agustín, 113;37005;923 22 0700;37005812@educa.jcyl.es;https://www.colegiosanagustin.com/;40.97938, -5.65767
Salamanca;Salamanca;37005812;SAN AGUSTÍN;Privada;Sanidad;SAN;Grado Medio;SAN21;Cuidados Auxiliares de Enfermería;Presencial;Privada;1.0;0.0;;Avenida de San Agustín, 113;37005;923 22 0700;37005812@educa.jcyl.es;https://www.colegiosanagustin.com/;40.97938, -5.65767
Salamanca;Salamanca;37005851;IES FRAY LUIS DE LEÓN;Educación;Química;QUI;Grado Medio;QUI02M;Operaciones de Laboratorio;Presencial;Pública;1.0;1.0;;Avda. de los Maristas, s/n;37007;923 231 194;37005851@educa.jcyl.es;http://iesfrayluisdeleon.centros.educa.jcyl.es;40.97073, -5.67714
Salamanca;Salamanca;37005851;IES FRAY LUIS DE LEÓN;Educación;Química;QUI;Grado Superior;QUI01S;Laboratorio de Análisis y Control de Calidad;Presencial;Pública;2.0;2.0;;Avda. de los Maristas, s/n;37007;923 231 194;37005851@educa.jcyl.es;http://iesfrayluisdeleon.centros.educa.jcyl.es;40.97073, -5.67714
Salamanca;Salamanca;37005851;IES FRAY LUIS DE LEÓN;Educación;Seguridad y Medio Ambiente;SEA;Grado Medio;SEA01M;Emergencias y Protección Civil;Presencial;Pública;1.0;1.0;;Avda. de los Maristas, s/n;37007;923 231 194;37005851@educa.jcyl.es;http://iesfrayluisdeleon.centros.educa.jcyl.es;40.97073, -5.67714
Salamanca;Salamanca;37005851;IES FRAY LUIS DE LEÓN;Educación;Seguridad y Medio Ambiente;SEA;Grado Superior;SEA03S;Química y Salud Ambiental;Presencial;Pública;1.0;1.0;;Avda. de los Maristas, s/n;37007;923 231 194;37005851@educa.jcyl.es;http://iesfrayluisdeleon.centros.educa.jcyl.es;40.97073, -5.67714
Salamanca;Salamanca;37005861;IES LUCÍA DE MEDRANO;Educación;Administración y Gestión;ADG;Grado Básico;ADG01B;Servicios Administrativos;Presencial;Pública;1.0;0.0;;Avda. de Filiberto Villalobos, 97-117;37007;923 23 0625;37005861@educa.jcyl.es;http://iesluciademedrano.centros.educa.jcyl.es;40.971, -5.67519
Salamanca;Salamanca;37005861;IES LUCÍA DE MEDRANO;Educación;Administración y Gestión;ADG;Grado Medio;ADG01M;Gestión Administrativa;Presencial;Pública;1.0;1.0;;Avda. de Filiberto Villalobos, 97-117;37007;923 23 0625;37005861@educa.jcyl.es;http://iesluciademedrano.centros.educa.jcyl.es;40.971, -5.67519
Salamanca;Salamanca;37005861;IES LUCÍA DE MEDRANO;Educación;Administración y Gestión;ADG;Grado Superior;ADG02S;Administración y Finanzas;Presencial;Pública;1.0;1.0;;Avda. de Filiberto Villalobos, 97-117;37007;923 23 0625;37005861@educa.jcyl.es;http://iesluciademedrano.centros.educa.jcyl.es;40.971, -5.67519
Salamanca;Salamanca;37005873;IES TORRES VILLARROEL;Educación;Artes Gráficas;ARG;Grado Medio;ARG01M;Preimpresión Digital;Presencial;Pública;1.0;1.0;;Avda. Hilario Goyenechea, 42;37008;923 21 5309;37005873@educa.jcyl.es;http://iestorresvillarroel.centros.educa.jcyl.es;40.94859, -5.66195
Salamanca;Salamanca;37005873;IES TORRES VILLARROEL;Educación;Agraria;AGA;Grado Superior;AGA03S;Ganadería y Asistencia en Sanidad Animal;Presencial;Pública;2.0;2.0;;Avda. Hilario Goyenechea, 42;37008;923 21 5309;37005873@educa.jcyl.es;http://iestorresvillarroel.centros.educa.jcyl.es;40.94859, -5.66195
Salamanca;Salamanca;37005873;IES TORRES VILLARROEL;Educación;Artes Gráficas;ARG;Grado Superior;ARG01S;Diseño y Gestión de la Producción Gráfica;Presencial;Pública;1.0;1.0;;Avda. Hilario Goyenechea, 42;37008;923 21 5309;37005873@educa.jcyl.es;http://iestorresvillarroel.centros.educa.jcyl.es;40.94859, -5.66195
Salamanca;Salamanca;37005873;IES TORRES VILLARROEL;Educación;Artes Gráficas;ARG;Grado Superior;ARG02S;Diseño y Edición de Publicaciones Impresas y Multimedia;Presencial;Pública;1.0;1.0;;Avda. Hilario Goyenechea, 42;37008;923 21 5309;37005873@educa.jcyl.es;http://iestorresvillarroel.centros.educa.jcyl.es;40.94859, -5.66195
Salamanca;Salamanca;37006014;IES MATEO HERNÁNDEZ;Educación;Actividades Físicas y Deportivas;AFD;Grado Superior;AFD01S;Enseñanza y Animación Sociodeportiva;Presencial;Pública;1.0;1.0;;C/ Torrente Ballester, s/n;37004;923 222 762;37006014@educa.jcyl.es;http://iesmateohernandez.centros.educa.jcyl.es/;40.98087, -5.65352
Salamanca;Salamanca;37006014;IES MATEO HERNÁNDEZ;Educación;Actividades Físicas y Deportivas;AFD;Grado Superior;AFD02S;Acondicionamiento Físico;Presencial;Pública;1.0;1.0;;C/ Torrente Ballester, s/n;37004;923 222 762;37006014@educa.jcyl.es;http://iesmateohernandez.centros.educa.jcyl.es/;40.98087, -5.65352
Salamanca;Vitigudino;37007729;IES RAMOS DEL MANZANO;Educación;Electricidad y Electrónica;ELE;Grado Medio;ELE01M;Instalaciones Eléctricas y Automáticas;Presencial;Pública;1.0;0.0;;C/ Prado, 2;37210;923 50 0820;37007729@educa.jcyl.es;http://iesramosdelmanzano.centros.educa.jcyl.es;41.01288, -6.43221
Salamanca;Vitigudino;37007729;IES RAMOS DEL MANZANO;Educación;Administración y Gestión;ADG;Grado Básico;ADG01B;Servicios Administrativos;Presencial;Pública;1.0;1.0;;C/ Prado, 2;37210;923 50 0820;37007729@educa.jcyl.es;http://iesramosdelmanzano.centros.educa.jcyl.es;41.01288, -6.43221
Salamanca;Salamanca;37008084;IES FERNANDO DE ROJAS;Educación;Servicios Socioculturales y a la Comunidad;SSC;Grado Medio;SSC01M;Atención a Personas en Situación de Dependencia;Presencial;Pública;2.0;2.0;;C/ Colombia, 42;37003;923 18 2372;37008084@educa.jcyl.es;http://iesfernandoderojas.centros.educa.jcyl.es;40.96907, -5.64142
Salamanca;Salamanca;37008084;IES FERNANDO DE ROJAS;Educación;Servicios Socioculturales y a la Comunidad;SSC;Grado Superior;SSC02S;Animación Sociocultural y Turística;Presencial;Pública;1.0;1.0;;C/ Colombia, 42;37003;923 18 2372;37008084@educa.jcyl.es;http://iesfernandoderojas.centros.educa.jcyl.es;40.96907, -5.64142
Salamanca;Salamanca;37008084;IES FERNANDO DE ROJAS;Educación;Servicios Socioculturales y a la Comunidad;SSC;Grado Superior;SSC01S;Educación Infantil;Presencial;Pública;2.0;2.0;;C/ Colombia, 42;37003;923 18 2372;37008084@educa.jcyl.es;http://iesfernandoderojas.centros.educa.jcyl.es;40.96907, -5.64142
Salamanca;Salamanca;37008084;IES FERNANDO DE ROJAS;Educación;Servicios Socioculturales y a la Comunidad;SSC;Grado Superior;SSC01Sd;Educación Infantil (distancia);Distancia;Pública;1.0;0.0;;C/ Colombia, 42;37003;923 18 2372;37008084@educa.jcyl.es;http://iesfernandoderojas.centros.educa.jcyl.es;40.96907, -5.64142
Salamanca;Salamanca;37008084;IES FERNANDO DE ROJAS;Educación;Servicios Socioculturales y a la Comunidad;SSC;Grado Superior;SSC03S;Integración Social;Presencial;Pública;1.0;0.0;;C/ Colombia, 42;37003;923 18 2372;37008084@educa.jcyl.es;http://iesfernandoderojas.centros.educa.jcyl.es;40.96907, -5.64142
Salamanca;Salamanca;37008102;IES MARTÍNEZ URIBARRI;Educación;Sanidad;SAN;Grado Medio;SAN02M;Farmacia y Parafarmacia;Presencial;Pública;2.0;2.0;;C/ Parque de la Alamedilla, 13;37003;923 28 0839;37008102@educa.jcyl.es;http://iesmartinezuribarri.centros.educa.jcyl.es;40.96692, -5.65669
Salamanca;Salamanca;37008102;IES MARTÍNEZ URIBARRI;Educación;Sanidad;SAN;Grado Superior;SAN06S;Higiene Bucodental;Presencial;Pública;2.0;2.0;;C/ Parque de la Alamedilla, 13;37003;923 28 0839;37008102@educa.jcyl.es;http://iesmartinezuribarri.centros.educa.jcyl.es;40.96692, -5.65669
Salamanca;Salamanca;37008102;IES MARTÍNEZ URIBARRI;Educación;Sanidad;SAN;Grado Medio;SAN21;Cuidados Auxiliares de Enfermería;Presencial;Pública;2.0;2.0;;C/ Parque de la Alamedilla, 13;37003;923 28 0839;37008102@educa.jcyl.es;http://iesmartinezuribarri.centros.educa.jcyl.es;40.96692, -5.65669
